Protein stable ID	Gene name
	TBC1D10B
	TBC1D10B
	TBC1D10B
ENSP00000419060	BRAF
	BRAF
	BRAF
ENSP00000496776	BRAF
ENSP00000493543	BRAF
	BRAF
ENSP00000493678	BRAF
ENSP00000288602	BRAF
	BRAF
ENSP00000494784	BRAF
ENSP00000418033	BRAF
ENSP00000495132	BRAF
ENSP00000493783	BRAF
ENSP00000420119	BRAF
	BRAF
	BRAF
	BRAF
	BRAF
	BRAF
	BRAF
ENSP00000495858	BRAF
	MRPS10P2
	YWHAZP8
ENSP00000485618	ZNF638
ENSP00000485154	ZNF638
ENSP00000485608	ZNF638
ENSP00000485494	ZNF638
ENSP00000388164	ZNF638
ENSP00000485266	ZNF638
ENSP00000485169	ZNF638
ENSP00000264447	ZNF638
ENSP00000386433	ZNF638
ENSP00000408557	ZNF638
ENSP00000402875	ZNF638
	ZNF638
ENSP00000396909	ZNF638
ENSP00000409647	ZNF638
	ZNF638
	ZNF638
	ZNF638
	ZNF638
	ZNF638
	ZNF638
	ZNF638
ENSP00000485667	ZNF638
ENSP00000485192	ZNF638
	ZNF638
	ZNF638
	ZNF638
	ZNF638
	AC136352.10
ENSP00000284037	ERBIN
ENSP00000370330	ERBIN
	ERBIN
ENSP00000397833	ERBIN
ENSP00000370325	ERBIN
ENSP00000422766	ERBIN
ENSP00000426632	ERBIN
ENSP00000422015	ERBIN
	ERBIN
	ERBIN
ENSP00000425728	ERBIN
	ERBIN
ENSP00000423959	ERBIN
	ERBIN
	ERBIN
	ERBIN
ENSP00000370322	ERBIN
ENSP00000404884	LY6G6F
	TMA7
ENSP00000397843	TMA7
	TMA7
	AC008873.1
ENSP00000423651	TBC1D1
ENSP00000261439	TBC1D1
ENSP00000383994	TBC1D1
ENSP00000396877	TBC1D1
	TBC1D1
ENSP00000421641	TBC1D1
ENSP00000425655	TBC1D1
	TBC1D1
ENSP00000397640	TBC1D1
ENSP00000410167	TBC1D1
	TBC1D1
	TBC1D1
	TBC1D1
	TBC1D1
	TBC1D1
	TBC1D1
	TBC1D1
	TBC1D1
ENSP00000478039	TBC1D1
	AC126696.1
	RPL13P12
	AC019322.4
ENSP00000338082	HBG2
ENSP00000369602	HBG2
ENSP00000488218	HBG2
ENSP00000455826	GOLGA8T
	GOLGA8T
ENSP00000432675	ALG2
ENSP00000417764	ALG2
ENSP00000326609	ALG2
ENSP00000493343	OR2A25
ENSP00000493159	OR2A25
ENSP00000386167	OR2A25
	AC008894.1
	AP001029.3
	HLA-L
	HLA-L
	HLA-L
ENSP00000475643	LGALSL
ENSP00000238875	LGALSL
ENSP00000476226	LGALSL
ENSP00000407486	LGALSL
ENSP00000386242	LGALSL
	BMPR1B-DT
	AWAT1
ENSP00000363645	AWAT1
	OR52V1P
	AL954722.1
ENSP00000492907	OR6B1
ENSP00000386151	OR6B1
ENSP00000261597	NDC80
ENSP00000461227	NDC80
ENSP00000476919	NDC80
	NDC80
ENSP00000458236	NDC80
	LINC02001
	LINC02001
ENSP00000460221	INTS3
ENSP00000458631	INTS3
	INTS3
ENSP00000459907	INTS3
ENSP00000485412	INTS3
	INTS3
ENSP00000459285	INTS3
	INTS3
	INTS3
	INTS3
ENSP00000485252	INTS3
	AC004853.1
	AC108067.1
ENSP00000479122	KIR3DX1
ENSP00000484982	KIR3DX1
	KIR3DX1
ENSP00000386222	OR2F2
	RPS2P55
	SDAD1P1
	SDAD1P1
	SDAD1P1
	AC011742.2
ENSP00000323003	NDUFAF3
ENSP00000323076	NDUFAF3
ENSP00000378843	NDUFAF3
ENSP00000402465	NDUFAF3
	NDUFAF3
	NDUFAF3
	ERLEC1
ENSP00000385629	ERLEC1
ENSP00000185150	ERLEC1
ENSP00000367485	ERLEC1
ENSP00000332142	RIBC1
ENSP00000402080	RIBC1
ENSP00000364476	RIBC1
	RIBC1
ENSP00000401463	RIBC1
	AL078612.2
	AL078612.2
	AC245102.2
ENSP00000395716	ABCB4
ENSP00000496956	ABCB4
ENSP00000265723	ABCB4
ENSP00000352135	ABCB4
ENSP00000392983	ABCB4
	ABCB4
	ABCB4
	ABCB4
ENSP00000496629	ABCB4
ENSP00000493477	ABCB4
	ABCB4
ENSP00000394511	ABCB4
ENSP00000351172	ABCB4
	RPL36AP33
ENSP00000428427	LY6E
ENSP00000292494	LY6E
ENSP00000414307	LY6E
ENSP00000427915	LY6E
ENSP00000430131	LY6E
ENSP00000428572	LY6E
ENSP00000428169	LY6E
ENSP00000428365	LY6E
ENSP00000428159	LY6E
ENSP00000430796	LY6E
ENSP00000430770	LY6E
ENSP00000428467	LY6E
ENSP00000430700	LY6E
ENSP00000428442	LY6E
	LY6E
	MED15P9
	MED15P9
	AC006359.2
	AC006359.2
	AC006359.2
ENSP00000408164	SNX10
ENSP00000343709	SNX10
ENSP00000393690	SNX10
ENSP00000379661	SNX10
ENSP00000387274	SNX10
ENSP00000386540	SNX10
	SNX10
ENSP00000395474	SNX10
ENSP00000478710	SNX10
ENSP00000382419	CABYR
ENSP00000486801	CABYR
ENSP00000382404	CABYR
ENSP00000317095	CABYR
ENSP00000432870	CABYR
ENSP00000464595	CABYR
ENSP00000462009	CABYR
ENSP00000463737	CABYR
ENSP00000462474	CABYR
ENSP00000431142	CABYR
ENSP00000463781	CABYR
ENSP00000399973	CABYR
ENSP00000483621	CABYR
ENSP00000462811	CABYR
ENSP00000382421	CABYR
ENSP00000462748	CABYR
	CABYR
ENSP00000462947	CABYR
	CABYR
	AC244157.2
	BX255923.2
	BX255923.2
ENSP00000461303	KRTAP1-3
ENSP00000458243	KRTAP1-4
ENSP00000461651	KRTAP1-5
ENSP00000453638	ISG20
	ISG20
ENSP00000306565	ISG20
ENSP00000368526	ISG20
ENSP00000453666	ISG20
	ISG20
	ISG20
	ISG20
	ISG20
	ISG20
	ISG20
	AC016394.1
	AC016394.1
ENSP00000302805	DDI1
	DDX18P6
	AC012615.2
ENSP00000299576	AKIP1
ENSP00000310459	AKIP1
ENSP00000310644	AKIP1
ENSP00000434726	AKIP1
ENSP00000433510	AKIP1
ENSP00000434785	AKIP1
ENSP00000434820	AKIP1
ENSP00000436989	AKIP1
ENSP00000379885	AKIP1
ENSP00000431331	AKIP1
ENSP00000431602	AKIP1
ENSP00000382915	HSPA1A
ENSP00000372880	HSPA1A
ENSP00000309610	METTL2A
	METTL2A
	METTL2A
ENSP00000479905	METTL2A
	TUBB4AP1
ENSP00000431872	TPT1
ENSP00000368345	TPT1
ENSP00000433091	TPT1
	TPT1
	TPT1
	TPT1
	TPT1
ENSP00000432457	TPT1
ENSP00000368350	TPT1
ENSP00000368344	TPT1
ENSP00000339051	TPT1
ENSP00000433738	TPT1
	TPT1
ENSP00000477781	TPT1
	LINC01499
	LINC01499
	LINC01499
	LINC01499
	RPL6P21
ENSP00000360762	ANKRD1
	KCNJ2-AS1
	AP003469.3
ENSP00000441848	KCNJ2
ENSP00000243457	KCNJ2
ENSP00000225983	HDAC5
ENSP00000337290	HDAC5
ENSP00000468004	HDAC5
	HDAC5
	HDAC5
	HDAC5
	HDAC5
ENSP00000465227	HDAC5
	HDAC5
ENSP00000465229	HDAC5
ENSP00000468485	HDAC5
ENSP00000465393	HDAC5
	GLYATL1
	GLYATL1
ENSP00000433716	GLYATL1
ENSP00000434652	GLYATL1
ENSP00000322223	GLYATL1
	GLYATL1
ENSP00000431640	GLYATL1
	GLYATL1
ENSP00000436116	GLYATL1
ENSP00000434757	GLYATL1
ENSP00000300079	GLYATL1
ENSP00000434661	GLYATL1
	GLYATL1
ENSP00000437155	GLYATL1
	GLYATL1
ENSP00000432225	GLYATL1
	GLYATL1
	GLYATL1
ENSP00000479741	GLYATL1
	GLYATL1P4
	GLYATL1P1
ENSP00000304102	COPS6
	COPS6
ENSP00000388865	COPS6
ENSP00000400617	COPS6
	COPS6
	COPS6
	COPS6
	COPS6
ENSP00000413702	COPS6
	COPS6
	BCRP4
ENSP00000487233	MUC4
ENSP00000486075	MUC4
ENSP00000486243	MUC4
ENSP00000486023	MUC4
ENSP00000487060	MUC4
ENSP00000485835	MUC4
ENSP00000486522	MUC4
ENSP00000487506	MUC4
ENSP00000487046	MUC4
ENSP00000485685	MUC4
ENSP00000486925	MUC4
ENSP00000487126	MUC4
ENSP00000487320	MUC4
ENSP00000487052	MUC4
ENSP00000486002	MUC4
ENSP00000486902	MUC4
ENSP00000487235	MUC4
	MUC4
	MUC4
	MUC4
	MUC4
ENSP00000483270	MUC4
ENSP00000477983	MUC4
ENSP00000480849	MUC4
	AL158090.1
	AC013509.1
	PRR29-AS1
	PRR29-AS1
ENSP00000362643	PHKA1
ENSP00000362646	PHKA1
ENSP00000362640	PHKA1
ENSP00000342469	PHKA1
ENSP00000441251	PHKA1
	RPL7P44
	D21S2088E
	AC026477.1
	AC079776.3
ENSP00000388275	AGBL3
ENSP00000275763	AGBL3
ENSP00000401220	AGBL3
ENSP00000412700	AGBL3
	AGBL3
	AGBL3
	AGBL3
	AMYH02020865.1
	AMYH02020865.1
	AMYH02020865.1
	AMYH02020865.1
	AMYH02020865.1
	AMYH02020865.1
	AMYH02020865.1
	AMYH02020865.1
	AC103874.1
ENSP00000415234	POLDIP3
ENSP00000252116	POLDIP3
ENSP00000252115	POLDIP3
	POLDIP3
ENSP00000408046	POLDIP3
	POLDIP3
ENSP00000397927	POLDIP3
ENSP00000343060	POLDIP3
ENSP00000482500	POLDIP3
ENSP00000487759	GOLGA6L10
	GOLGA6L10
ENSP00000478445	GOLGA6L10
ENSP00000474204	CTAGE15
	CYYR1-AS1
	CYYR1-AS1
	EIF3IP1
	AC092135.3
	AC018730.2
ENSP00000367879	XK
	AF131216.4
	AF131216.4
	CYCSP43
	AL670379.7
ENSP00000365023	LY6G5C
	LY6G5C
ENSP00000372724	LY6G5C
	LY6G5C
ENSP00000418172	LY6G5C
	LY6G5C
	LY6G5C
	TAS2R62P
	PPIAP1
ENSP00000386201	TAS2R41
	AC026616.1
ENSP00000367844	DYNLT3
ENSP00000367841	DYNLT3
ENSP00000402695	DYNLT3
	LINC02200
	LINC02200
	LINC02200
ENSP00000483592	TPGS2
ENSP00000479065	TPGS2
ENSP00000465551	TPGS2
ENSP00000468292	TPGS2
ENSP00000464780	TPGS2
ENSP00000467204	TPGS2
ENSP00000335144	TPGS2
ENSP00000467392	TPGS2
ENSP00000372530	TPGS2
ENSP00000482262	TPGS2
ENSP00000466973	TPGS2
ENSP00000467163	TPGS2
ENSP00000465987	TPGS2
ENSP00000467995	TPGS2
ENSP00000466788	TPGS2
	TPGS2
ENSP00000465449	TPGS2
	TPGS2
ENSP00000465090	TPGS2
ENSP00000478553	TPGS2
ENSP00000484407	TPGS2
	AP005119.1
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	LINC00470
	MST1L
	MST1L
	MST1L
	MST1L
	MST1L
	MST1L
ENSP00000493218	MFSD8
ENSP00000296468	MFSD8
	MFSD8
ENSP00000493347	MFSD8
ENSP00000492960	MFSD8
ENSP00000493209	MFSD8
ENSP00000493330	MFSD8
ENSP00000492966	MFSD8
ENSP00000493418	MFSD8
ENSP00000493438	MFSD8
ENSP00000493392	MFSD8
ENSP00000493406	MFSD8
ENSP00000493346	MFSD8
ENSP00000493459	MFSD8
ENSP00000493197	MFSD8
ENSP00000493285	MFSD8
ENSP00000493240	MFSD8
ENSP00000493133	MFSD8
ENSP00000492989	MFSD8
ENSP00000493279	MFSD8
ENSP00000493277	MFSD8
ENSP00000493192	MFSD8
	MFSD8
ENSP00000493141	MFSD8
ENSP00000493423	MFSD8
ENSP00000493056	MFSD8
ENSP00000493397	MFSD8
ENSP00000493044	MFSD8
ENSP00000492891	MFSD8
ENSP00000493194	MFSD8
ENSP00000493132	MFSD8
ENSP00000493174	MFSD8
ENSP00000492885	MFSD8
ENSP00000493301	MFSD8
ENSP00000493315	MFSD8
ENSP00000492987	MFSD8
ENSP00000425000	MFSD8
	MFSD8
ENSP00000421176	MFSD8
ENSP00000493260	MFSD8
ENSP00000493191	MFSD8
	MFSD8
	MFSD8
ENSP00000493002	MFSD8
ENSP00000492993	MFSD8
	MFSD8
ENSP00000493037	MFSD8
	MFSD8
ENSP00000493083	MFSD8
	MFSD8
ENSP00000492925	MFSD8
ENSP00000493134	MFSD8
ENSP00000493304	MFSD8
ENSP00000493130	MFSD8
ENSP00000493261	MFSD8
ENSP00000492908	MFSD8
	MFSD8
	MFSD8
ENSP00000493335	MFSD8
	MFSD8
ENSP00000493448	MFSD8
	MFSD8
	CR933859.1
ENSP00000498087	AL121578.2
	PSCA
	PSCA
ENSP00000301258	PSCA
ENSP00000426508	PSCA
	FAM86LP
	FTLP16
	AL670379.9
	C4A-AS1
	FTH1P19
	AC092104.1
	AC012186.3
ENSP00000299138	VPS35
ENSP00000497702	VPS35
ENSP00000456274	VPS35
	VPS35
	VPS35
	VPS35
	VPS35
	VPS35
ENSP00000461469	VPS35
	VPS35
	VPS35
ENSP00000491212	VPS35
ENSP00000400046	CT47A8
ENSP00000364321	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
	C4B
ENSP00000447600	C4B
ENSP00000367794	SRPX
	SRPX
	SRPX
ENSP00000411165	SRPX
ENSP00000440758	SRPX
ENSP00000445034	SRPX
	AC021915.1
	AC005532.2
	AC103831.1
	RPL34P17
ENSP00000407666	C1GALT1
ENSP00000415400	C1GALT1
	C1GALT1
	C1GALT1
ENSP00000223122	C1GALT1
ENSP00000384550	C1GALT1
ENSP00000389176	C1GALT1
	AC021915.2
	AC005487.1
	HLA-DPB2
	HLA-DPB2
ENSP00000251739	VPS50
ENSP00000307666	VPS50
ENSP00000395433	VPS50
ENSP00000415809	VPS50
ENSP00000405553	VPS50
ENSP00000496891	VPS50
	VPS50
ENSP00000406787	VPS50
	VPS50
	VPS50
	VPS50
	VPS50
ENSP00000414450	VPS50
	VPS50
	VPS50
	VPS50
	VPS50
	VPS50
	VPS50
ENSP00000390584	VPS50
ENSP00000443104	VPS50
	AC002487.1
ENSP00000276480	ST18
ENSP00000429579	ST18
ENSP00000428920	ST18
ENSP00000430763	ST18
	ST18
	ST18
	ST18
ENSP00000428521	ST18
	ST18
	ST18
	ST18
	ST18
ENSP00000428096	ST18
	ST18
	ST18
	ST18
	ST18
	ST18
	ST18
	ST18
	ST18
	ST18
	ST18
	ST18
	AC025871.2
	C7orf66
	AL670379.2
	AL354685.1
	AC004014.2
	AP003557.2
ENSP00000392283	CT47A7
	AC138207.5
	AC004014.1
	AC060771.1
	AC008763.1
	AL354685.2
ENSP00000268933	EPN3
ENSP00000426762	EPN3
ENSP00000424306	EPN3
ENSP00000422682	EPN3
	EPN3
	EPN3
	EPN3
	EPN3
ENSP00000421936	EPN3
ENSP00000422201	EPN3
ENSP00000421933	EPN3
	EPN3
ENSP00000426676	EPN3
	EPN3
ENSP00000422601	EPN3
ENSP00000421515	EPN3
ENSP00000460911	EPN3
ENSP00000439512	EPN3
	RPL23AP91
	AP003557.1
	AP003557.1
	AP003557.1
ENSP00000470539	PET100
	PET100
ENSP00000392303	PET100
	PET100
ENSP00000470935	PET100
ENSP00000470314	PET100
	PET100
	CROCC
ENSP00000364691	CROCC
ENSP00000402626	CROCC
ENSP00000480016	CROCC
	CROCC
ENSP00000478281	CROCC
	CROCC
	CROCC
	CROCC
	CROCC
	CROCC
	CROCC
	CROCC
	AL670379.12
	AL391666.1
	HLA-DPA3
ENSP00000262961	ZFR2
ENSP00000388974	ZFR2
	ZFR2
	ZFR2
ENSP00000467592	ZFR2
ENSP00000465574	ZFR2
ENSP00000388567	ZFR2
ENSP00000468289	ZFR2
ENSP00000467762	ZFR2
	HCG24
	RPL6P29
	AL357312.1
	SLC2A3P4
ENSP00000429287	RMDN1
ENSP00000427818	RMDN1
ENSP00000428897	RMDN1
ENSP00000431032	RMDN1
ENSP00000385927	RMDN1
ENSP00000429899	RMDN1
ENSP00000428661	RMDN1
	RMDN1
ENSP00000409661	RMDN1
	RMDN1
ENSP00000428360	RMDN1
ENSP00000430790	RMDN1
	RMDN1
	RMDN1
ENSP00000429105	RMDN1
ENSP00000430559	RMDN1
ENSP00000428166	RMDN1
ENSP00000428743	RMDN1
	RMDN1
	AC138207.4
	AC138207.7
	RNF135
ENSP00000328340	RNF135
ENSP00000411965	RNF135
ENSP00000323693	RNF135
ENSP00000440470	RNF135
ENSP00000464549	RNF135
ENSP00000467799	RNF135
ENSP00000397182	TFG
ENSP00000419960	TFG
ENSP00000240851	TFG
ENSP00000419559	TFG
ENSP00000417952	TFG
ENSP00000419504	TFG
ENSP00000420797	TFG
	TFG
ENSP00000479981	TFG
ENSP00000479269	TFG
ENSP00000318902	FOXP1
ENSP00000419393	FOXP1
ENSP00000418524	FOXP1
ENSP00000497369	FOXP1
ENSP00000496932	FOXP1
ENSP00000498174	FOXP1
ENSP00000482847	FOXP1
	FOXP1
ENSP00000418225	FOXP1
ENSP00000498110	FOXP1
ENSP00000497693	FOXP1
ENSP00000333560	FOXP1
ENSP00000496841	FOXP1
	FOXP1
	FOXP1
ENSP00000497077	FOXP1
ENSP00000418102	FOXP1
ENSP00000497563	FOXP1
ENSP00000497567	FOXP1
ENSP00000417857	FOXP1
ENSP00000498015	FOXP1
ENSP00000497430	FOXP1
ENSP00000420736	FOXP1
ENSP00000496990	FOXP1
ENSP00000496810	FOXP1
ENSP00000497976	FOXP1
ENSP00000497096	FOXP1
ENSP00000497344	FOXP1
	FOXP1
ENSP00000496968	FOXP1
ENSP00000418883	FOXP1
ENSP00000497435	FOXP1
ENSP00000497237	FOXP1
ENSP00000497454	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
ENSP00000497181	FOXP1
ENSP00000497418	FOXP1
	FOXP1
ENSP00000417941	FOXP1
ENSP00000497710	FOXP1
ENSP00000484963	FOXP1
ENSP00000418784	FOXP1
	FOXP1
	FOXP1
ENSP00000479663	FOXP1
	FOXP1
ENSP00000497138	FOXP1
ENSP00000497417	FOXP1
	FOXP1
	FOXP1
ENSP00000477918	FOXP1
ENSP00000318721	FOXP1
ENSP00000496873	FOXP1
ENSP00000497914	FOXP1
ENSP00000497405	FOXP1
ENSP00000498063	FOXP1
ENSP00000497992	FOXP1
ENSP00000496852	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
ENSP00000484803	FOXP1
	AL050335.1
ENSP00000367885	LANCL3
ENSP00000367882	LANCL3
ENSP00000479231	LANCL3
	AP006333.2
	AL136162.1
	OTUB1
ENSP00000439142	OTUB1
ENSP00000440211	OTUB1
ENSP00000402551	OTUB1
ENSP00000444357	OTUB1
ENSP00000437453	OTUB1
	OTUB1
	OTUB1
ENSP00000441328	OTUB1
ENSP00000444968	OTUB1
	OTUB1
ENSP00000416973	OTUB1
ENSP00000341280	JARID2
	JARID2
ENSP00000380478	JARID2
	AC087623.1
ENSP00000432080	LETM2
ENSP00000429269	LETM2
ENSP00000297720	LETM2
ENSP00000431211	LETM2
ENSP00000369291	LETM2
ENSP00000429019	LETM2
ENSP00000428765	LETM2
ENSP00000428944	LETM2
	LETM2
ENSP00000432955	LETM2
ENSP00000434867	LETM2
	LETM2
	LETM2
ENSP00000432607	LETM2
	LETM2
	AC092954.1
	AC108081.1
ENSP00000297875	SYTL5
ENSP00000395220	SYTL5
	AC092954.2
	SERPINH1P1
	LINC01997
ENSP00000219235	CCL22
ENSP00000256441	MRPS36
	MRPS36
ENSP00000423659	MRPS36
ENSP00000473310	MRPS36
	MRPS36
ENSP00000455483	AC012184.2
ENSP00000454699	AC012184.2
ENSP00000399208	AC012184.2
	ARHGEF3-AS1
	ARHGEF3-AS1
ENSP00000006053	CX3CL1
ENSP00000456830	CX3CL1
ENSP00000457996	CX3CL1
ENSP00000464114	CX3CL1
ENSP00000364150	GALNT12
ENSP00000477657	GALNT12
	GALNT12
	GALNT12
	AL121655.1
	AC023245.2
	AC012184.4
	AC023245.1
ENSP00000296315	ARHGEF3
ENSP00000341071	ARHGEF3
ENSP00000410922	ARHGEF3
ENSP00000417810	ARHGEF3
ENSP00000420420	ARHGEF3
ENSP00000418826	ARHGEF3
ENSP00000417986	ARHGEF3
ENSP00000417087	ARHGEF3
ENSP00000420402	ARHGEF3
	ARHGEF3
	ARHGEF3
ENSP00000418984	ARHGEF3
	ARHGEF3
ENSP00000418469	ARHGEF3
ENSP00000420633	ARHGEF3
ENSP00000485217	FO681492.1
ENSP00000478933	FO681492.1
ENSP00000482225	FO681492.1
ENSP00000454495	DDX19B
ENSP00000456574	DDX19B
	DDX19B
ENSP00000455813	DDX19B
ENSP00000392639	DDX19B
	DDX19B
ENSP00000456757	DDX19B
ENSP00000288071	DDX19B
ENSP00000455193	DDX19B
ENSP00000377267	DDX19B
ENSP00000454571	DDX19B
ENSP00000459407	DDX19B
ENSP00000457633	DDX19B
ENSP00000348271	DDX19B
ENSP00000457366	DDX19B
	DDX19B
ENSP00000435954	KCNV1
ENSP00000297404	KCNV1
	AC012186.2
	JARID2-AS1
	AC027451.1
ENSP00000368455	NUDT2
ENSP00000344187	NUDT2
ENSP00000368452	NUDT2
ENSP00000482384	NUDT2
	FTLP5
ENSP00000370745	DDX1
ENSP00000413767	DDX1
	DDX1
	DDX1
	DDX1
ENSP00000233084	DDX1
ENSP00000484958	DDX1
ENSP00000482416	DDX1
ENSP00000323348	CBLL2
	AC004470.1
	RPL3P11
ENSP00000493090	OR1P1
ENSP00000226730	IL2
	IL2
	RPL3P1
ENSP00000410227	OR2H2
ENSP00000347915	TTC30A
	AC140912.1
	AC140912.1
	MRPS36P3
	AC007967.3
	AC007967.4
ENSP00000263116	RAB36
ENSP00000343494	RAB36
ENSP00000397594	RAB36
	SH2D1A
ENSP00000360181	SH2D1A
ENSP00000494582	SH2D1A
ENSP00000353126	SH2D1A
	SH2D1A
	SH2D1A
ENSP00000477094	SH2D1A
ENSP00000365266	PRAMEF17
	AC023274.1
	CSPG4P3Y
	AC104076.2
	AC021146.11
	AP003057.1
	RPL23P2
	AL355677.1
ENSP00000477695	ANKRD20A1
ENSP00000483923	ANKRD20A1
	ANKRD20A1
	ANKRD20A1
ENSP00000481217	ANKRD20A1
	ANKRD20A1
	ANKRD20A1
	VN1R28P
	AC026470.1
ENSP00000362578	RNF8
ENSP00000420268	RNF8
ENSP00000229866	RNF8
ENSP00000417736	RNF8
	RNF8
ENSP00000419859	RNF8
ENSP00000418879	RNF8
ENSP00000417599	RNF8
	AC012669.1
	RPL21P129
	AC111200.1
	AC104985.3
ENSP00000489678	VGLL3
ENSP00000381436	VGLL3
ENSP00000373199	VGLL3
ENSP00000419115	VGLL3
ENSP00000278949	MPZL3
ENSP00000434636	MPZL3
ENSP00000432106	MPZL3
ENSP00000393594	MPZL3
	AP001360.1
	AP001360.1
	AP001360.1
ENSP00000425462	DCTD
ENSP00000349576	DCTD
ENSP00000422386	DCTD
ENSP00000398194	DCTD
ENSP00000425287	DCTD
ENSP00000424017	DCTD
ENSP00000422662	DCTD
ENSP00000424050	DCTD
ENSP00000423182	DCTD
ENSP00000423894	DCTD
	DCTD
ENSP00000425904	DCTD
ENSP00000421792	DCTD
ENSP00000423498	DCTD
ENSP00000427470	DCTD
ENSP00000422729	DCTD
ENSP00000427282	DCTD
	AC104634.1
	AP003390.1
ENSP00000369960	ADRA1A
ENSP00000431073	ADRA1A
ENSP00000369956	ADRA1A
ENSP00000430414	ADRA1A
ENSP00000430793	ADRA1A
ENSP00000346557	ADRA1A
ENSP00000276393	ADRA1A
ENSP00000369947	ADRA1A
	ADRA1A
ENSP00000369946	ADRA1A
	ADRA1A
	AC091675.1
	AC069549.1
	AP001625.2
ENSP00000389278	LSMEM1
ENSP00000412823	LSMEM1
ENSP00000323304	LSMEM1
	LSMEM1
	LSMEM1
ENSP00000428872	FBXO25
ENSP00000342077	FBXO25
ENSP00000372274	FBXO25
ENSP00000276326	FBXO25
	FBXO25
	FBXO25
	FBXO25
	FBXO25
ENSP00000430191	FBXO25
ENSP00000341345	FBXO25
	RSPH1
ENSP00000291536	RSPH1
ENSP00000381395	RSPH1
	AC008543.1
ENSP00000251588	CIAO3
ENSP00000457058	CIAO3
	CIAO3
ENSP00000444008	CIAO3
	CIAO3
ENSP00000456497	CIAO3
	CIAO3
	CIAO3
ENSP00000456701	CIAO3
	CIAO3
	CIAO3
	CIAO3
ENSP00000456733	CIAO3
	CIAO3
ENSP00000455543	CIAO3
ENSP00000459523	CIAO3
ENSP00000455514	CIAO3
ENSP00000457609	CIAO3
	CIAO3
	CIAO3
	CIAO3
	GAPDHP39
ENSP00000342188	LRRIQ4
	AC074344.1
	RPS26P34
ENSP00000315203	CREG2
	CREG2
	CREG2
	AL360267.2
	SVIL2P
	SVIL2P
	SVIL2P
	AC016383.2
	PPIAP72
ENSP00000368682	PHEX
	PHEX
ENSP00000497408	LYZL2
ENSP00000364467	LYZL2
ENSP00000259357	OR1J1
ENSP00000341344	GGA1
ENSP00000371175	GGA1
	GGA1
ENSP00000384030	GGA1
ENSP00000403534	GGA1
ENSP00000321288	GGA1
ENSP00000404453	GGA1
ENSP00000390416	GGA1
ENSP00000400159	GGA1
ENSP00000416153	GGA1
ENSP00000411727	GGA1
ENSP00000385287	GGA1
ENSP00000395901	GGA1
	GGA1
	GGA1
ENSP00000402930	GGA1
ENSP00000411373	GGA1
ENSP00000414413	GGA1
	GGA1
	GGA1
	GGA1
	GGA1
	GGA1
ENSP00000396152	UBD
	OR2H5P
	AC107993.1
	AL441992.1
ENSP00000435138	CSTF3
ENSP00000315791	CSTF3
ENSP00000431355	CSTF3
	CSTF3
ENSP00000388711	CSTF3
ENSP00000393064	CSTF3
ENSP00000434753	CSTF3
ENSP00000431903	CSTF3
	GOLGA2P10
	GOLGA2P10
	GOLGA2P10
	GOLGA2P10
	GOLGA2P10
	GOLGA2P10
	GDNF-AS1
	GDNF-AS1
	GDNF-AS1
	GDNF-AS1
	GDNF-AS1
ENSP00000420752	USF3
	USF3
ENSP00000420721	USF3
ENSP00000320794	USF3
	AC245054.1
ENSP00000422165	MCIDAS
ENSP00000426359	MCIDAS
	MCIDAS
	AC099654.14
ENSP00000219022	OLFM4
ENSP00000368031	ATAD3A
ENSP00000368030	ATAD3A
ENSP00000339421	ATAD3A
	ATAD3A
	ATAD3A
ENSP00000383631	ATAD3A
ENSP00000439290	ATAD3A
ENSP00000398765	DYNC1I2
ENSP00000339430	DYNC1I2
ENSP00000380308	DYNC1I2
ENSP00000386522	DYNC1I2
	DYNC1I2
ENSP00000392741	DYNC1I2
ENSP00000423339	DYNC1I2
ENSP00000386397	DYNC1I2
ENSP00000388699	DYNC1I2
ENSP00000386591	DYNC1I2
ENSP00000386415	DYNC1I2
ENSP00000405454	DYNC1I2
ENSP00000386886	DYNC1I2
ENSP00000415410	DYNC1I2
ENSP00000410807	DYNC1I2
ENSP00000401005	DYNC1I2
ENSP00000406104	DYNC1I2
ENSP00000397654	DYNC1I2
ENSP00000394492	DYNC1I2
ENSP00000409951	DYNC1I2
ENSP00000403089	DYNC1I2
	DYNC1I2
	DYNC1I2
	DYNC1I2
	DYNC1I2
	AC036101.1
	SNRPEP8
	IGLC4
	AC005387.1
	AC003092.2
	CES5AP1
	CES5AP1
	CES5AP1
	CES5AP1
	CES5AP1
ENSP00000371388	SRXN1
	AC243919.1
	AC104958.1
ENSP00000368339	SEC61A2
ENSP00000404959	SEC61A2
ENSP00000436749	SEC61A2
ENSP00000298428	SEC61A2
	SEC61A2
ENSP00000302048	SEC61A2
ENSP00000436294	SEC61A2
